ContentSea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf63b6794bfd655255775f48b6a16cc5,e87eb036-fd0f-4aaa-a6d0-4d89f3b0432a,2025/3/11 16:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,N,EYE_OPENING_L,LX,LY,LP,EYE_OPENING_R,RX,RY,RP,CamPos_X,CamPos_Y,CamPos_Z,CamRot_X,CamRot_Y,CamRot_Z,CamRot_W,LControllerPos_X,LControllerPos_Y,LControllerPos_Z,LControllerRot_X,LControllerRot_Y,LControllerRot_Z,LControllerRot_W,RControllerPos_X,RControllerPos_Y,RControllerPos_Z,RControllerRot_X,RControllerRot_Y,RControllerRot_Z,RControllerRot_W
0.743983697,25,1,2148.074,1220.585,0,1,2148.074,1220.585,0,97.45645,16.51286,-158.5469,-0.02774834,0.4946912,-0.003180859,-0.8686199,97.16056,15.94409,-158.5553,-0.02941746,-0.4288918,0.5571751,0.7104523,97.32707,15.93559,-158.2929,-0.357769,0.3497815,0.125215,-0.8567237
0.770214062,26,1,2149.126,1216.846,0,1,2149.126,1216.846,0,97.44227,16.5125,-158.5389,-0.02790443,0.4941737,-0.003117373,-0.8689097,97.14635,15.94401,-158.5476,-0.02951974,-0.4287959,0.5573114,0.7103989,97.3127,15.93487,-158.285,-0.3577932,0.3497413,0.1252435,-0.8567258
0.798144896,27,1,2155.425,1218.308,0,1,2155.425,1218.308,0,97.42688,16.51207,-158.5303,-0.02798385,0.4937203,-0.002894046,-0.8691656,97.13087,15.94382,-158.5391,-0.02950469,-0.4287553,0.5573938,0.7103596,97.29716,15.9342,-158.2766,-0.3577623,0.3498842,0.1253445,-0.8566656
0.826887604,28,1,2159.672,1213.924,0,1,2159.672,1213.924,0,97.41068,16.51159,-158.5213,-0.02796103,0.4932713,-0.002682031,-0.869422,97.11439,15.94339,-158.5302,-0.02944581,-0.4290221,0.5572709,0.7102973,97.28083,15.93334,-158.2673,-0.3577887,0.3494887,0.1253297,-0.8568183
0.854197187,29,1,2158.613,1213.975,0,1,2158.613,1213.975,0,97.39507,16.51118,-158.5126,-0.02782984,0.4929518,-0.00247741,-0.869608,97.09891,15.94321,-158.5214,-0.02955006,-0.4290583,0.5572029,0.7103243,97.26466,15.93209,-158.2583,-0.3578551,0.3488951,0.1258025,-0.8569631
0.882988697,30,1,2159.137,1213.687,0,1,2159.137,1213.687,0,97.37826,16.51068,-158.5033,-0.02776245,0.492634,-0.002350066,-0.8697906,97.08232,15.94303,-158.5121,-0.03014845,-0.429215,0.5571981,0.7102084,97.24773,15.93162,-158.2491,-0.3578404,0.3491694,0.1251962,-0.8569463
0.911481459,31,1,2159.871,1213.648,0,1,2159.871,1213.648,0,97.36134,16.51021,-158.494,-0.02765259,0.4924381,-0.002153162,-0.8699055,97.06532,15.94246,-158.5029,-0.02964565,-0.429069,0.557144,0.7103602,97.23074,15.93114,-158.24,-0.357809,0.3494375,0.1248797,-0.8568963
0.9370175,32,1,2159.718,1213.634,0,1,2159.718,1213.634,0,97.34589,16.50973,-158.4855,-0.0277372,0.492371,-0.002091558,-0.8699409,97.04976,15.94197,-158.4946,-0.0294434,-0.4289844,0.5571482,0.7104164,97.21545,15.93116,-158.2318,-0.3578067,0.34954,0.1249824,-0.8568404
0.966630729,33,1,2159.371,1213.404,0,1,2159.371,1213.404,0,97.32762,16.50912,-158.4755,-0.02803939,0.4923665,-0.002256562,-0.8699333,97.03135,15.94148,-158.4847,-0.02929738,-0.4290601,0.5571167,0.7104013,97.19737,15.93116,-158.2219,-0.3577383,0.349522,0.1249444,-0.8568819
0.993957344,34,1,2157.716,1197.113,0,1,2157.716,1197.113,0,97.31058,16.50864,-158.4661,-0.02825418,0.4924233,-0.002420166,-0.8698938,97.01443,15.94124,-158.4754,-0.02888805,-0.4291119,0.5566267,0.7107708,97.18036,15.93097,-158.2129,-0.3576217,0.3496064,0.125152,-0.8568659
1.021990886,35,1,2152.562,1167.866,0,1,2152.562,1167.866,0,97.29278,16.5081,-158.4564,-0.02836618,0.4924094,-0.002279896,-0.8698983,96.99666,15.94083,-158.4658,-0.02886324,-0.4287453,0.5567436,0.7109016,97.1628,15.93109,-158.2034,-0.3575997,0.3497858,0.12528,-0.8567831
1.05000625,36,1,2153.45,1133.925,0,1,2153.45,1133.925,0,97.27474,16.50752,-158.4465,-0.02847098,0.4923347,-0.002132955,-0.8699376,96.97852,15.94003,-158.4559,-0.02905823,-0.4289452,0.5568853,0.7106619,97.1449,15.93082,-158.1936,-0.35772,0.3497337,0.1252726,-0.8567553
1.078010989,37,1,2150.921,1136.779,0,1,2150.921,1136.779,0,97.25649,16.50689,-158.4364,-0.02855053,0.4921174,-0.001987504,-0.8700583,96.96019,15.93913,-158.4459,-0.02945308,-0.4286306,0.5570681,0.7106924,97.12656,15.93014,-158.1834,-0.3576871,0.3498868,0.1249389,-0.8567553
1.103612343,38,1,2148.81,1136.659,0,1,2148.81,1136.659,0,97.23956,16.50637,-158.4272,-0.02851713,0.4919088,-0.002010442,-0.8701773,96.9431,15.93828,-158.4366,-0.02937149,-0.4290081,0.5568657,0.7106265,97.1095,15.92934,-158.174,-0.3574535,0.3499601,0.124819,-0.8568402
1.133699739,39,1,2151.587,1137.498,0,1,2151.587,1137.498,0,97.21937,16.50581,-158.416,-0.02839546,0.4917746,-0.001929543,-0.8702573,96.92264,15.93761,-158.4257,-0.02935448,-0.4290626,0.5569457,0.7105316,97.08907,15.9283,-158.1627,-0.3575977,0.3500816,0.1245898,-0.8567638
1.160013333,40,1,2149.753,1137.385,0,1,2149.753,1137.385,0,97.20146,16.50522,-158.4062,-0.02839957,0.4917181,-0.001919434,-0.8702891,96.90469,15.93695,-158.4158,-0.02955973,-0.4289489,0.557063,0.7104998,97.07082,15.92724,-158.1528,-0.3576505,0.3500355,0.1247021,-0.8567442
1.189228227,41,1,2152.626,1140.39,0,1,2152.626,1140.39,0,97.1813,16.50454,-158.3951,-0.02858216,0.4916773,-0.001905893,-0.8703063,96.8845,15.9362,-158.4046,-0.02970086,-0.429213,0.557153,0.7102637,97.05053,15.92656,-158.1417,-0.3577394,0.3497658,0.1246858,-0.8568197
1.216031458,42,1,2154.454,1141.292,0,1,2154.454,1141.292,0,97.16259,16.50399,-158.3849,-0.02872629,0.4916037,-0.001845215,-0.8703432,96.86572,15.93553,-158.3944,-0.02969667,-0.4292296,0.5572007,0.7102166,97.03171,15.92599,-158.1314,-0.3577983,0.3498153,0.1246552,-0.8567793
1.244552759,43,1,2155.101,1140.725,0,1,2155.101,1140.725,0,97.1424,16.50336,-158.3739,-0.02878288,0.4915547,-0.001879795,-0.8703689,96.84556,15.93498,-158.3833,-0.02998464,-0.4293845,0.5572512,0.7100711,97.01153,15.92545,-158.1206,-0.3578326,0.3499657,0.1245633,-0.8567169
1.270437811,44,1,2154.227,1140.347,0,1,2154.227,1140.347,0,97.12386,16.50283,-158.3638,-0.02847819,0.4916535,-0.002337794,-0.870322,96.82713,15.93454,-158.3731,-0.03039204,-0.4294798,0.5572903,0.7099655,96.99293,15.9248,-158.1108,-0.357807,0.3499441,0.1245097,-0.8567442
1.299853384,45,1,2150.736,1138.658,0,1,2150.736,1138.658,0,97.10252,16.50237,-158.3522,-0.02814453,0.4916705,-0.002257979,-0.8703234,96.80568,15.93372,-158.3615,-0.03067884,-0.429323,0.5574352,0.7099342,96.97173,15.92439,-158.0992,-0.3575711,0.3499784,0.1248069,-0.8567855
1.326916562,46,1,2153.54,1148.414,0,1,2153.54,1148.414,0,97.08276,16.50162,-158.3414,-0.02829454,0.4915937,-0.002046503,-0.8703625,96.78537,15.93275,-158.3507,-0.030725,-0.4295453,0.5574472,0.7097883,96.95205,15.92389,-158.0883,-0.3576534,0.3499497,0.1246271,-0.8567891
1.355320886,47,1,2152.33,1168.271,0,1,2152.33,1168.271,0,97.06173,16.501,-158.3299,-0.02835164,0.4916755,-0.002342065,-0.8703137,96.76402,15.93179,-158.3393,-0.03024751,-0.4294554,0.5573348,0.7099515,96.93111,15.92344,-158.0769,-0.3579298,0.35022,0.124337,-0.8566052
